loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
komplikacja,qualification,kɔmplikat͡sja,kalifikasjɔ̃,complication,qualification,0.6153846153846154,0.3636363636363636,0.115530303030303,0.1249999999999999,1.9318181818181817,0.115530303030303,11,Latin,Latin,hard_negative
komplikować,diable vauvert,kɔmplikɔvat͡ɕ,djablə vovɛʀ,complicate,devil vavert,0.8461538461538461,0.4545454545454545,0.1439393939393939,0.159090909090909,2.1931818181818183,0.1439393939393939,13,Latin,Latin,hard_negative
kompot,comptine,kɔmpɔt,kɔ̃ptin,compote,nursery rhyme,0.5714285714285714,0.5,0.09375,0.0972222222222222,1.4791666666666667,0.09375,5,Latin,Latin,hard_negative
kompotiera,perpétuité,kɔmpɔtjɛra,pɛʀpetɥite,compote,perpetuity,0.8,0.3,0.10625,0.1208333333333333,1.4375,0.10625,8,Latin,Latin,hard_negative
kompres,corfiote,kɔmprɛs,kɔʀfjɔt,compress,Corfiot,0.7142857142857143,0.1428571428571428,0.0922619047619047,0.1130952380952381,1.5,0.0922619047619047,7,Latin,Latin,hard_negative
kompulsywny,proportionné,kɔmpulsɨvnɨ,pʀɔpɔʀsjɔne,compulsive,proportionate,0.7272727272727273,0.4545454545454545,0.1401515151515151,0.1628787878787878,2.727272727272727,0.1401515151515151,10,Latin,Latin,hard_negative
komunalny,commutateur,kɔmunalnɨ,kɔmytatœʀ,municipal,switch,0.5555555555555556,0.4444444444444444,0.0925925925925925,0.1064814814814814,2.125,0.0925925925925925,7,Latin,Latin,hard_negative
komunizm,kémalisme,kɔmuɲizm,kemalism,Communism,kemalism,0.5,0.125,0.0807291666666666,0.0833333333333333,0.953125,0.0807291666666666,5,Latin,Latin,hard_negative
koncentracja,jordanisation,kɔnt͡sɛntrat͡sja,ʒɔʀdanizasjɔ̃,concentration,jordanisation,0.75,0.5,0.1180555555555555,0.1354166666666666,1.9375,0.1180555555555555,10,Latin,Latin,hard_negative
koncentrować,carte de visite,kɔnt͡sɛntrɔvat͡ɕ,kaʀtə də vizit,concentrate,visit card,0.8125,0.5833333333333334,0.1440972222222222,0.1666666666666666,2.28125,0.1440972222222222,14,Latin,Latin,hard_negative
koncyliacja,perturbation,kɔnt͡sɨljat͡sja,pɛʀtyʀbasjɔ̃,conciliation,perturbation,0.8,0.4545454545454545,0.1287878787878787,0.1363636363636363,1.9090909090909087,0.1287878787878787,11,Latin,Latin,hard_negative
koneser,connoter,kɔnɛsɛr,kɔnɔtəʀ,connoisseur,connoter,0.5714285714285714,0.0,0.0476190476190476,0.0595238095238095,0.625,0.0476190476190476,4,Latin,Latin,hard_negative
konetabl,condensable,kɔnɛtabl,kɔ̃dɑ̃sabl,konetabl,condensable,0.5,0.125,0.0442708333333333,0.046875,0.75,0.0442708333333333,5,Latin,Latin,hard_negative
konfabulować,Grands Boulevards,kɔnfabulɔvat͡ɕ,ɡʀɑ̃ds buləvaʀ,confabulate,Grand Boulevards,0.7857142857142857,0.4166666666666667,0.1180555555555555,0.1423611111111111,2.177083333333333,0.1180555555555555,13,Latin,Latin,hard_negative
konfederacja,corporisation,kɔnfɛdɛrat͡sja,kɔʀpɔʀizasjɔ̃,confederation,corporisation,0.7142857142857143,0.3333333333333333,0.0954861111111111,0.1111111111111111,1.4895833333333333,0.0954861111111111,11,Latin,Latin,hard_negative
konferansjer,controlatéral,kɔnfɛransjɛr,kɔ̃tʀɔlateʀal,announcer,contralateral,0.7692307692307693,0.3333333333333333,0.1145833333333333,0.1388888888888889,2.114583333333333,0.1145833333333333,10,Latin,Latin,hard_negative
konferować,galvanotype,kɔnfɛrɔvat͡ɕ,ɡalvanɔtip,confer,galvanotype,0.8333333333333334,0.4,0.1145833333333333,0.1291666666666666,1.3625,0.1145833333333333,10,Latin,Latin,hard_negative
konfiguracja,corporisation,kɔnfiɡurat͡sja,kɔʀpɔʀizasjɔ̃,configuration,corporisation,0.7142857142857143,0.3333333333333333,0.0972222222222222,0.111111111111111,1.5208333333333333,0.0972222222222222,11,Latin,Latin,hard_negative
konfrontacja,corporisation,kɔnfrɔntat͡sja,kɔʀpɔʀizasjɔ̃,confrontation,corporisation,0.7142857142857143,0.3333333333333333,0.1249999999999999,0.1527777777777777,2.28125,0.1249999999999999,11,Latin,Latin,hard_negative
konfrontować,gastro-entérite,kɔnfrɔntɔvat͡ɕ,ɡastʀɔ-ɑ̃teʀit,confront,gastroenteritis,0.9285714285714286,0.4166666666666667,0.1354166666666666,0.15625,2.083333333333333,0.1354166666666666,11,Latin,Latin,hard_negative
koniak,comique,kɔɲak,kɔmik,cognac,comical,0.4,0.2,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,5,Latin,Latin,hard_negative
konkretny,pomme de pré,kɔnkrɛtnɨ,pɔmə də pʀe,specific,meadow apple,0.9090909090909092,0.6666666666666666,0.1342592592592592,0.1574074074074073,2.361111111111111,0.1342592592592592,10,Latin,Latin,hard_negative
konkury,Cotroni,kɔnkurɨ,kɔtʀɔni,show jumping,Cotroni,0.7142857142857143,0.4285714285714285,0.0922619047619047,0.1071428571428571,1.5714285714285714,0.0922619047619047,6,Latin,Latin,hard_negative
konsekwencja,garder pour soi,kɔnsɛkfɛnt͡sja,ɡaʀdəʀ puʀ swa,consequence,keep to yourself,0.8571428571428571,0.3333333333333333,0.1249999999999999,0.1354166666666666,1.7395833333333333,0.1249999999999999,14,Latin,Latin,hard_negative
konserwatywny,contrat de travail,kɔnsɛrvatɨvnɨ,kɔ̃tʀat də tʀave,conservative,employment contract,0.8125,0.4615384615384615,0.1378205128205128,0.1634615384615384,2.5288461538461537,0.1378205128205128,15,Latin,Latin,hard_negative
konserwatyzm,césaropapisme,kɔnsɛrvatɨzm,sezaʀɔpapism,conservatism,caesaropapism,0.8333333333333334,0.3333333333333333,0.1319444444444444,0.1597222222222222,2.083333333333333,0.1319444444444444,10,Latin,Latin,hard_negative
konsjerż,cordier,kɔnsjɛʐ̇,kɔʀdjəʀ,concierge,Ropemaker,0.625,0.2857142857142857,0.0773809523809523,0.0892857142857142,1.2142857142857142,0.0773809523809523,5,Latin,Latin,hard_negative
konsola,Cotroni,kɔnsɔla,kɔtʀɔni,console,Cotroni,0.5714285714285714,0.4285714285714285,0.0833333333333333,0.0892857142857143,1.4107142857142858,0.0833333333333333,5,Latin,Latin,hard_negative
konsolidacja,corporisation,kɔnsɔlidat͡sja,kɔʀpɔʀizasjɔ̃,consolidation,corporisation,0.5714285714285714,0.25,0.078125,0.0868055555555555,1.0520833333333333,0.078125,9,Latin,Latin,hard_negative
konsolidować,controlatéral,kɔnsɔlidɔvat͡ɕ,kɔ̃tʀɔlateʀal,consolidate,contralateral,0.7142857142857143,0.3333333333333333,0.1006944444444444,0.1076388888888889,1.6041666666666667,0.1006944444444444,8,Latin,Latin,hard_negative
konspirator,coordinateur,kɔnspiratɔr,kɔɔʀdinatœʀ,conspirator,coordinator,0.5454545454545454,0.3636363636363636,0.1022727272727272,0.1287878787878787,1.625,0.1022727272727272,7,Latin,Latin,hard_negative
konstatacja,politisation,kɔnstatat͡sja,pɔlitizasjɔ̃,observation,politicization,0.6923076923076923,0.3636363636363636,0.096590909090909,0.1022727272727272,1.6136363636363635,0.096590909090909,9,Latin,Latin,hard_negative
konstatować,polysynthétique,kɔnstatɔvat͡ɕ,pɔljsɛ̃tetik,ascertain,polysynthétique,0.7692307692307693,0.3636363636363636,0.1174242424242424,0.125,1.681818181818182,0.1174242424242424,11,Latin,Latin,hard_negative
konstelacja,route de la soie,kɔnstɛlat͡sja,ʀutə də la swa,constellation,Silk Road,0.7857142857142857,0.3636363636363636,0.0946969696969696,0.1022727272727272,1.7727272727272727,0.0946969696969696,12,Latin,Latin,hard_negative
konstruktywny,comestibilité,kɔnstruktɨvnɨ,kɔmɛstibilite,constructive,edibility,0.7692307692307693,0.6153846153846154,0.1618589743589743,0.1891025641025641,3.0,0.1618589743589743,11,Latin,Latin,hard_negative
konstruować,corps de garde,kɔnstruɔvat͡ɕ,kɔʀps də ɡaʀd,construct,guard house,0.7692307692307693,0.6363636363636364,0.1609848484848484,0.1893939393939394,2.784090909090909,0.1609848484848484,11,Latin,Latin,hard_negative
konsultacja,perturbation,kɔnsultat͡sja,pɛʀtyʀbasjɔ̃,consultation,perturbation,0.8461538461538461,0.3636363636363636,0.1117424242424242,0.1212121212121212,1.3977272727272727,0.1117424242424242,10,Latin,Latin,hard_negative
konsultant,Pennsylvanie,kɔnsultant,pɑnsilvani,consultant,Pennsylvania,0.5,0.3,0.1,0.1125,1.625,0.1,7,Latin,Latin,hard_negative
kontakt,comptable,kɔntakt,kɔ̃ptabl,contact,accounting,0.5,0.4285714285714285,0.0922619047619047,0.0952380952380952,1.4821428571428572,0.0922619047619047,6,Latin,Latin,hard_negative
kontekst,castriste,kɔntɛkst,kastʀist,context,castriste,0.5,0.375,0.1015625,0.1145833333333333,2.34375,0.1015625,6,Latin,Latin,hard_negative
kontemplacja,corporisation,kɔntɛmplat͡sja,kɔʀpɔʀizasjɔ̃,contemplation,corporisation,0.7142857142857143,0.5,0.1145833333333333,0.1249999999999999,1.96875,0.1145833333333333,11,Latin,Latin,hard_negative
kontenans,comprenable,kɔntɛnans,kɔ̃pʀənabl,continent,comprenable,0.6,0.4444444444444444,0.1018518518518518,0.1111111111111111,1.8194444444444444,0.1018518518518518,7,Latin,Latin,hard_negative
kontent,comptable,kɔntɛnt,kɔ̃ptabl,content,accounting,0.625,0.4285714285714285,0.1011904761904761,0.1071428571428571,1.7857142857142858,0.1011904761904761,7,Latin,Latin,hard_negative
kontestacja,protestation,kɔntɛstat͡sja,pʀɔtɛstasjɔ̃,contestation,protest,0.5384615384615384,0.3636363636363636,0.0909090909090909,0.1022727272727272,1.6704545454545454,0.0909090909090909,7,Latin,Latin,hard_negative
kontestować,correspondance,kɔntɛstɔvat͡ɕ,kɔʀʀɛspɔ̃dɑ̃s,contest,correspondence,0.6153846153846154,0.4545454545454545,0.106060606060606,0.1212121212121212,1.4886363636363635,0.106060606060606,9,Latin,Latin,hard_negative
kontrabanda,part de marché,kɔntrabanda,paʀt də maʀʃe,smuggling,market share,0.8461538461538461,0.4545454545454545,0.1287878787878787,0.1439393939393939,1.8863636363636365,0.1287878787878787,12,Latin,Latin,hard_negative
kontrastować,courant astatique,kɔntrastɔvat͡ɕ,kuʀɑ̃t astatik,contrast,astatic current,0.6428571428571429,0.3333333333333333,0.1371527777777777,0.1597222222222222,2.145833333333333,0.1371527777777777,11,Latin,Latin,hard_negative
kontratak,consonantique,kɔntratak,kɔ̃sɔnɑ̃tik,counterattack,consonantal,0.6363636363636364,0.3333333333333333,0.1064814814814814,0.1249999999999999,2.0277777777777777,0.1064814814814814,9,Latin,Latin,hard_negative
kontrolować,cardiotonique,kɔntrɔlɔvat͡ɕ,kaʀdjɔtɔnik,control,cardiotonic,0.7692307692307693,0.2727272727272727,0.1212121212121211,0.1401515151515151,1.875,0.1212121212121211,11,Latin,Latin,hard_negative
kontuar,Aostoise,kɔntuar,aɔstwaz,account,Aostoise,0.5714285714285714,0.5714285714285714,0.1071428571428571,0.1309523809523809,2.607142857142857,0.1071428571428571,6,Latin,Latin,hard_negative
kontynuacja,charlevoisien,kɔntɨnuat͡sja,ʃaʀləvwasjɛ̃,continuation,charlevoisien,0.8461538461538461,0.5454545454545454,0.1268939393939393,0.1401515151515151,2.011363636363636,0.1268939393939393,13,Latin,Latin,hard_negative
kontynuować,gorge profonde,kɔntɨnuɔvat͡ɕ,ɡɔʀʒə pʀɔfɔ̃d,to continue,deep Throat,0.9230769230769232,0.3636363636363636,0.1363636363636363,0.1477272727272727,1.8977272727272727,0.1363636363636363,12,Latin,Latin,hard_negative
konwenans,comprenable,kɔnvɛnans,kɔ̃pʀənabl,konwenans,comprenable,0.6,0.4444444444444444,0.0925925925925925,0.1018518518518518,1.6805555555555556,0.0925925925925925,7,Latin,Latin,hard_negative
konwencja,colporteuse,kɔnvɛnt͡sja,kɔlpɔʀtœz,convention,peddler,0.7272727272727273,0.5555555555555556,0.1157407407407407,0.1342592592592592,2.125,0.1157407407407407,10,Latin,Latin,hard_negative
konwergencja,comité restreint,kɔnvɛrɡɛnt͡sja,kɔmite ʀɛstʀɛ̃,convergence,select committee,0.7857142857142857,0.5,0.1319444444444444,0.1597222222222222,2.4166666666666665,0.1319444444444444,14,Latin,Latin,hard_negative
konwersacja,koinéisation,kɔnvɛrsat͡sja,kwaneizasjɔ̃,conversation,koinéisation,0.7692307692307693,0.3636363636363636,0.1249999999999999,0.1515151515151515,2.3068181818181817,0.1249999999999999,8,Latin,Latin,hard_negative
konwersja,perversion,kɔnvɛrsja,pɛʀvɛʀsjɔ̃,conversion,perversion,0.6,0.2222222222222222,0.0972222222222222,0.1111111111111111,1.1666666666666667,0.0972222222222222,7,Latin,Latin,hard_negative
konwersować,correspondance,kɔnvɛrsɔvat͡ɕ,kɔʀʀɛspɔ̃dɑ̃s,to converse,correspondence,0.6923076923076923,0.5454545454545454,0.1174242424242424,0.1401515151515151,1.7613636363636365,0.1174242424242424,10,Latin,Latin,hard_negative
konwertować,correspondance,kɔnvɛrtɔvat͡ɕ,kɔʀʀɛspɔ̃dɑ̃s,convert,correspondence,0.6923076923076923,0.5454545454545454,0.1136363636363636,0.1363636363636363,1.6704545454545454,0.1136363636363636,10,Latin,Latin,hard_negative
kordegarda,rez-de-jardin,kɔrdɛɡarda,ʀəz-də-ʒaʀdɛ̃,cordegarda,ground floor,0.7692307692307693,0.3,0.0875,0.1083333333333333,1.375,0.0875,8,Latin,Latin,hard_negative
kordon,couillonne,kɔrdɔn,kujlɔn,cord,silly,0.5,0.1666666666666666,0.0798611111111111,0.0972222222222222,1.4791666666666667,0.0798611111111111,7,Latin,Latin,hard_negative
korelować,séné sauvage,kɔrɛlɔvat͡ɕ,sene sovaʒ,correlate,wild senna,0.9090909090909092,0.4444444444444444,0.099537037037037,0.1111111111111111,1.375,0.099537037037037,11,Latin,Latin,hard_negative
korozja,Colombien,kɔrɔzja,kɔlɔ̃bjɛ̃,corrosion,Colombian,0.5555555555555556,0.1428571428571428,0.0625,0.0773809523809523,0.7678571428571429,0.0625,7,Latin,Latin,hard_negative
korpulentny,curvilinéaire,kɔrpulɛntnɨ,kyʀvilineɛʀ,corpulent,curvilinéaire,0.7272727272727273,0.2727272727272727,0.1287878787878787,0.1553030303030303,2.465909090909091,0.1287878787878787,10,Latin,Latin,hard_negative
korumpować,monoatomique,kɔrumpɔvat͡ɕ,mɔnɔatɔmik,corrupt,monatomic,0.8333333333333334,0.5,0.1354166666666666,0.1541666666666666,2.275,0.1354166666666666,10,Latin,Latin,hard_negative
korygować,coquille vide,kɔrɨɡɔvat͡ɕ,kɔkijə vid,correct,empty shell,0.8181818181818182,0.3333333333333333,0.0949074074074074,0.1064814814814814,1.6527777777777777,0.0949074074074074,12,Latin,Latin,hard_negative
kostium,comptable,kɔstivm,kɔ̃ptabl,costume,accounting,0.625,0.2857142857142857,0.0803571428571428,0.0892857142857142,1.125,0.0803571428571428,7,Latin,Latin,hard_negative
kostyczny,posthumément,kɔstɨt͡ʂnɨ,pɔstymemɑ̃,caustic,posthumously,0.7,0.4444444444444444,0.1157407407407407,0.1296296296296296,1.9444444444444444,0.1157407407407407,8,Latin,Latin,hard_negative
koszmar,Kouzmine,kɔʂmar,kuzmin,nightmare,Kouzmine,0.6666666666666666,0.1666666666666666,0.0763888888888888,0.0902777777777777,0.9166666666666666,0.0763888888888888,5,Latin,Latin,hard_negative
koteria,russelia,kɔtɛrja,ʀysɛlja,koteria,russelia,0.5714285714285714,0.1428571428571428,0.0744047619047618,0.0892857142857142,1.1785714285714286,0.0744047619047618,5,Latin,Latin,hard_negative
koturn,conteste,kɔturn,kɔ̃tɛst,buskin,dispute,0.5714285714285714,0.3333333333333333,0.0902777777777777,0.1041666666666666,1.4583333333333333,0.0902777777777777,6,Latin,Latin,hard_negative
kotylion,cotyloïde,kɔtɨljɔn,kɔtiloid,kotylion,cotyloid,0.5,0.25,0.0624999999999999,0.0677083333333333,1.078125,0.0624999999999999,5,Latin,Latin,hard_negative
kozetka,colibri,kɔzɛtka,kɔlibʀi,chaise longue,humming-bird,0.7142857142857143,0.4285714285714285,0.0833333333333333,0.0892857142857142,1.375,0.0833333333333333,6,Latin,Latin,hard_negative
kredens,classable,krɛdɛns,klasabl,cupboard,classable,0.8571428571428571,0.2857142857142857,0.0982142857142857,0.1130952380952381,1.5178571428571428,0.0982142857142857,9,Latin,Latin,hard_negative
krem,grèbe,krɛm,ɡʀə̀b,cream,grèbe,1.0,0.25,0.0833333333333333,0.1041666666666666,1.28125,0.0833333333333333,4,Latin,Latin,hard_negative
kremacja,clématite,krɛmat͡sja,klematit,cremation,clematis,0.6,0.375,0.0807291666666666,0.1041666666666666,1.671875,0.0807291666666666,7,Latin,Latin,hard_negative
krewetka,graviter,krɛvɛtka,ɡʀavitəʀ,prawn,severely,0.75,0.25,0.1119791666666666,0.1354166666666666,2.171875,0.1119791666666666,6,Latin,Latin,hard_negative
krokiet,globish,krɔkʲɛt,ɡlɔbis,croquet,globish,0.8571428571428571,0.1666666666666666,0.0763888888888888,0.0902777777777777,0.875,0.0763888888888888,5,Latin,Latin,hard_negative
kropierz,crêpière,krɔpjɛʂ,kʀə̂pjə̀ʀ,sprinkle,crepe maker,0.6666666666666666,0.1428571428571428,0.0654761904761904,0.0833333333333333,0.9285714285714286,0.0654761904761904,4,Latin,Latin,hard_negative
krynolina,gracilité,krɨnɔlina,ɡʀazilite,krynolina,gracefulness,0.7777777777777778,0.2222222222222222,0.0879629629629629,0.0972222222222222,1.3472222222222223,0.0879629629629629,6,Latin,Latin,hard_negative
kryptonim,clair de lune,krɨptɔɲim,klɛʀ də lyn,code name,Moonlight,0.9090909090909092,0.3333333333333333,0.1180555555555555,0.1342592592592592,1.5833333333333333,0.1180555555555555,12,Latin,Latin,hard_negative
kulisa,késita,kulisa,kezita,backdrop,késita,0.5,0.1666666666666666,0.0486111111111111,0.0486111111111111,0.9166666666666666,0.0486111111111111,3,Latin,Latin,hard_negative
kultywować,couvre-visage,kultɨvɔvat͡ɕ,kuvʀə-vizaʒ,to cultivate,face covering,0.75,0.4,0.1041666666666666,0.1166666666666666,1.4875,0.1041666666666666,11,Latin,Latin,hard_negative
kuluar,Kinoise,kuluar,kinwaz,cost,Kinoise,0.6666666666666666,0.5,0.0763888888888888,0.0972222222222222,1.4791666666666667,0.0763888888888888,7,Latin,Latin,hard_negative
kumulować,capilotade,kumulɔvat͡ɕ,kapilɔtad,accumulate,capilotade,0.6363636363636364,0.3333333333333333,0.0972222222222222,0.1018518518518518,1.25,0.0972222222222222,7,Latin,Latin,hard_negative
kupaż,coupeuse,kupaʂ,kupœz,blend,hairdresser,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,6,Latin,Latin,hard_negative
kuplet,coupleur,kuplɛt,kuplœʀ,couplet,coupler,0.3333333333333333,0.1666666666666666,0.0555555555555555,0.0625,0.9375,0.0555555555555555,4,Latin,Latin,hard_negative
kupon,coupeuse,kupɔn,kupœz,coupon,hairdresser,0.4,0.2,0.0333333333333333,0.0333333333333333,0.8,0.0333333333333333,6,Latin,Latin,hard_negative
kurant,couverte,kurant,kuvɛʀt,kurant,covered,0.5,0.3333333333333333,0.0972222222222222,0.125,1.3958333333333333,0.0972222222222222,6,Latin,Latin,hard_negative
kuraż,coulante,kuraʂ,kulɑ̃t,turage,flowing,0.6666666666666666,0.0,0.0625,0.0833333333333333,0.85,0.0625,6,Latin,Latin,hard_negative
kurtyzana,mustélidé,kurtɨzana,mystelide,kurtyzana,mustelid,0.8888888888888888,0.4444444444444444,0.0972222222222222,0.1064814814814815,1.7777777777777777,0.0972222222222222,7,Latin,Latin,hard_negative
kuszetka,russelia,kuʂɛtka,ʀysɛlja,berth,russelia,0.7142857142857143,0.4285714285714285,0.0922619047619047,0.0952380952380952,2.071428571428572,0.0922619047619047,4,Latin,Latin,hard_negative
kwarantanna,xérophthalmie,kfarantanna,ɡzeʀɔftalmi,quarantine,xérophthalmie,0.8181818181818182,0.3636363636363636,0.1079545454545454,0.125,1.3636363636363635,0.1079545454545454,11,Latin,Latin,hard_negative
kwestionować,Grands Boulevards,kfɛstjɔnɔvat͡ɕ,ɡʀɑ̃ds buləvaʀ,question,Grand Boulevards,0.9285714285714286,0.3333333333333333,0.1197916666666666,0.1284722222222222,2.0,0.1197916666666666,14,Latin,Latin,hard_negative
kwintal,cryptage,kfintal,kʀiptaʒ,quintal,encryption,0.4285714285714285,0.4285714285714285,0.0922619047619047,0.1011904761904761,1.6071428571428572,0.0922619047619047,6,Latin,Latin,hard_negative
lacrosse,dyslexie,lat͡srɔssɛ,disləɡzi,lacrosse,dyslexia,0.9,0.375,0.1067708333333333,0.1197916666666666,1.546875,0.1067708333333333,7,Latin,Latin,hard_negative
laicyzacja,géophysicien,lajt͡sɨzat͡sja,ʒeɔfizisjɛ̃,secularization,geophysicist,0.8571428571428571,0.4,0.0958333333333333,0.1041666666666666,1.4625,0.0958333333333333,10,Latin,Latin,hard_negative
laka,saga,laka,saɡa,laka,saga,0.5,0.25,0.0416666666666666,0.0416666666666666,0.75,0.0416666666666666,2,Latin,Latin,hard_negative
laktacja,tacticien,laktat͡sja,taktisjɛ̃,lactation,tactician,0.6,0.25,0.0572916666666666,0.0572916666666666,0.9375,0.0572916666666666,6,Latin,Latin,hard_negative
laminować,séné sauvage,laminɔvat͡ɕ,sene sovaʒ,laminate,wild senna,0.9090909090909092,0.4444444444444444,0.0763888888888888,0.0787037037037036,1.2361111111111112,0.0763888888888888,11,Latin,Latin,hard_negative
lampion,lymphoïde,lampjɔn,ljmfoid,lantern,lymphoid,0.7142857142857143,0.4285714285714285,0.0982142857142857,0.1130952380952381,1.8035714285714288,0.0982142857142857,5,Latin,Latin,hard_negative
lancet,cystite,lant͡sɛt,sistit,lancet,cystitis,0.75,0.5,0.0833333333333333,0.0833333333333333,1.4583333333333333,0.0833333333333333,6,Latin,Latin,hard_negative
lansować,saprophage,lansɔvat͡ɕ,sapʀɔfaʒ,promote,saprophage,0.7,0.5,0.1015624999999999,0.109375,1.65625,0.1015624999999999,7,Latin,Latin,hard_negative
lazaret,lanthanate,lazarɛt,lɑ̃tanat,lazaret,lanthanate,0.625,0.1428571428571428,0.0624999999999999,0.0773809523809523,0.8214285714285714,0.0624999999999999,6,Latin,Latin,hard_negative
legislacja,détestation,lɛɡʲislat͡sja,detɛstasjɔ̃,legislation,hatred,0.7692307692307693,0.4,0.0895833333333333,0.0916666666666666,1.3875,0.0895833333333333,9,Latin,Latin,hard_negative
legitymista,latitudinaire,lɛɡʲitɨmista,latitydinɛʀ,legitimist,latitudinaire,0.6666666666666666,0.4545454545454545,0.1174242424242424,0.1325757575757575,2.3068181818181817,0.1174242424242424,9,Latin,Latin,hard_negative
legitymizm,byzantinisme,lɛɡʲitɨmizm,bizɑ̃tinism,legitimism,Byzantine,0.7272727272727273,0.3,0.0875,0.0958333333333333,1.2125,0.0875,9,Latin,Latin,hard_negative
legitymować,leucocytolyse,lɛɡʲitɨmɔvat͡ɕ,lœkɔzitɔljs,legitimize,leucocytolyse,0.7857142857142857,0.4545454545454545,0.1117424242424242,0.1212121212121212,1.681818181818182,0.1117424242424242,9,Latin,Latin,hard_negative
letalny,pénalty,lɛtalnɨ,penalti,letny,penalty,0.7142857142857143,0.4285714285714285,0.0863095238095238,0.0892857142857142,1.5892857142857142,0.0863095238095238,4,Latin,Latin,hard_negative
liberalizacja,dépolitisation,libɛralizat͡sja,depɔlitizasjɔ̃,liberalization,depoliticization,0.7333333333333333,0.2307692307692307,0.0737179487179487,0.0801282051282051,1.1730769230769231,0.0737179487179487,12,Latin,Latin,hard_negative
liberalizm,syndicalisme,libɛralizm,sɛ̃dikalism,liberalism,unionism,0.6363636363636364,0.3,0.0791666666666666,0.0916666666666666,1.15,0.0791666666666666,8,Latin,Latin,hard_negative
liberalny,de bon aloi,libɛralnɨ,də bɔn alwa,liberal,in good faith,0.7272727272727273,0.3333333333333333,0.1134259259259259,0.125,1.8194444444444444,0.1134259259259259,8,Latin,Latin,hard_negative
liberał,libérer,libɛraw,libeʀəʀ,liberal,release,0.5714285714285714,0.0,0.0744047619047618,0.0892857142857142,1.0178571428571428,0.0744047619047618,3,Latin,Latin,hard_negative
licytować,séné sauvage,lit͡sɨtɔvat͡ɕ,sene sovaʒ,bid,wild senna,0.8461538461538461,0.3333333333333333,0.074074074074074,0.074074074074074,1.2222222222222223,0.074074074074074,11,Latin,Latin,hard_negative
likier,séquelle,likʲɛr,sekɛl,liqueur,sequel,0.6666666666666666,0.4,0.0666666666666666,0.0833333333333333,1.05,0.0666666666666666,7,Latin,Latin,hard_negative
likwidator,décréditer,likfidatɔr,dekʀeditəʀ,liquidator,discredit,0.7,0.2,0.0749999999999999,0.0875,1.2,0.0749999999999999,7,Latin,Latin,hard_negative
lilak,sélect,lilak,selɛk,lilak,select,0.6,0.2,0.05,0.05,0.8,0.05,5,Latin,Latin,hard_negative
liliowy,vin rosé,liljɔvɨ,vin ʀɔze,lilac,Rosé wine,0.75,0.4285714285714285,0.0982142857142857,0.1130952380952381,1.6071428571428572,0.0982142857142857,6,Latin,Latin,hard_negative
limit,sémite,limit,semit,limit,Semite,0.4,0.2,0.0333333333333333,0.0333333333333333,0.65,0.0333333333333333,3,Latin,Latin,hard_negative
liryk,zizique,lirɨk,zizik,liryk,zizic,0.6,0.4,0.0499999999999999,0.0666666666666666,1.2,0.0499999999999999,6,Latin,Latin,hard_negative
lista,pistil,lista,pisti,list,pistil,0.4,0.2,0.0708333333333333,0.075,1.175,0.0708333333333333,3,Latin,Latin,hard_negative
litota,literie,litɔta,litəʀi,litota,bedding,0.5,0.1666666666666666,0.0694444444444444,0.0763888888888888,1.1041666666666667,0.0694444444444444,4,Latin,Latin,hard_negative
Liège,Lyonnais,ljɛ̀ɡɛ,ljɔnɛ,Liège,Lyonnais,0.5,0.2,0.0708333333333333,0.075,1.125,0.0708333333333333,7,Latin,Latin,hard_negative
Loara,Sahara,lɔara,saaʀa,Loara,Sahara,0.6,0.2,0.0916666666666666,0.1083333333333333,1.275,0.0916666666666666,3,Latin,Latin,hard_negative
lojalista,légaliser,lɔjalista,leɡalizəʀ,loyalist,legalize,0.5555555555555556,0.3333333333333333,0.1018518518518518,0.1157407407407407,2.375,0.1018518518518518,4,Latin,Latin,hard_negative
lojalizm,moralisme,lɔjalizm,mɔʀalism,loyalism,moralism,0.375,0.125,0.0520833333333333,0.0572916666666666,0.828125,0.0520833333333333,4,Latin,Latin,hard_negative
lojalny,Lombardie,lɔjalnɨ,lɔ̃baʀdi,loyal,Lombardy,0.625,0.2857142857142857,0.0892857142857142,0.0952380952380952,1.7678571428571428,0.0892857142857142,7,Latin,Latin,hard_negative
lokalizator,déparasiter,lɔkalizatɔr,depaʀazitəʀ,locator,to disperse,0.7272727272727273,0.1818181818181818,0.0909090909090909,0.1022727272727272,1.2272727272727273,0.0909090909090909,8,Latin,Latin,hard_negative
lokalny,Lombardie,lɔkalnɨ,lɔ̃baʀdi,local,Lombardy,0.625,0.2857142857142857,0.0833333333333333,0.0892857142857142,1.1607142857142858,0.0833333333333333,7,Latin,Latin,hard_negative
