,loan_word,original_word,loan_word_ipas,original_word_ipas,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
1083,मजनू,مجنون,"['/məd͡ʒ.nuː/', '[məd͡ʒ.n̪uː]']","['/mad͡ʒ.nuːn/', '/mæɡˈnuːn/', '/meɪjˈnuːn/']",2,1,1.0416666666666665,1.125,8.5,0.14285714285714285,1
1084,आराम,आराम,"['/ɑː.ɾɑːm/', '[äː.ɾä̃ːm]', '[ɑːˈɾɑːm]', '[äɾäm]', '/ɑː.ɾɑː.mɐ́/', '/ɑːˈɾɑː.mɐ/']","['/ɑː.ɾɑːm/', '[äː.ɾä̃ːm]', '[ɑːˈɾɑːm]', '[äɾäm]', '/ɑː.ɾɑː.mɐ́/', '/ɑːˈɾɑː.mɐ/']",0,0,0.0,0.0,0.0,0.0,1
1085,दाख़िल,داخل,"['/d̪ɑː.kʰɪl/', '[d̪äː.kʰɪl̪]', '/d̪ɑː.xɪl/', '[d̪äː.xɪl̪]']","['/daː.xa.la/', '/daː.xil/', '/daː.xi.la/', '/dɑːxil(i)/', '/dɒːxɪl(ɪ)/', '/dɒːxel(e)/', '/dɔːxil(i)/']",3,0,0.14583333333333331,0.16666666666666666,1.25,0.25,1
1086,बबर,ببر,['/bə.bəɾ/'],"['/babr/', '/babɾ/', '/babɾ/', '/bæbɾ/', '/babɾ/']",3,1,1.0208333333333335,1.125,8.5,0.3,1
1087,लश्कर,,"['/ləʃ.kəɾ/', '[l̪əʃ.kəɾ]']",,11,5,3.125,3.5,27.5,1.0,0
1088,ख़ुदकुशी,خودکشی,"['/kʰʊd̪.kʊ.ʃiː/', '/xʊd̪.kʊ.ʃiː/']","['/xʷadkuʃiː/', '/xʊdkʊʃiː/', '/xodkoʃiː/', '/xudkuʃiː/', '/xʊd̪.kʊ.ʃiː/']",0,0,0.0,0.0,0.0,0.0,1
1089,सर्द,,"['/səɾd̪/', '[s̪əɾd̪]']",,9,3,1.25,1.4166666666666665,14.75,1.0,0
1090,आदमी,آدمی,"['/ɑːd̪.miː/', '[äːd̪.miː]']",['/ɑːd̪.miː/'],0,0,0.0,0.0,0.0,0.0,1
1091,कारीगर,کارگر,"['/kɑː.ɾiː.ɡəɾ/', '[käː.ɾiː.ɡəɾ]']",['[kʰɒːɾˈɡʲæɾ]'],8,2,1.1666666666666667,1.2916666666666667,10.0,0.5333333333333333,1
1092,रहम,,"['/ɾə.ɦəm/', '[ɾɛ.ɦɛ̃m]']",,10,4,2.1458333333333335,2.458333333333333,18.875,1.0,0
1093,आबरू,آبرو,"['/ɑːb.ɾuː/', '[äːb.ɾuː]']",['[ɒːb(e)ˈɾuː]'],5,1,0.9583333333333334,1.0833333333333333,8.0,0.35714285714285715,1
1094,मुंशी,,"['/mʊn.ʃiː/', '[mʊ̃n̪.ʃiː]']",,10,3,2.125,2.3333333333333335,17.875,0.9090909090909091,0
1095,पुल,پل,"['/pʊl/', '[pʊl̪]', '/pu.lɐ/', '/ˈpu.l̪ɐ/']","['/pul/', '/pʊl/', '/pol/', '/pul/']",0,0,0.0,0.0,0.0,0.0,1
1096,ख़ान,شلوار,"['/kʰɑːn/', '[kʰä̃ːn̪]', '/xɑːn/', '[xä̃ːn̪]']","['/ʃɑlˈvɑːɾ/', '/ʃælˈwɒːɾ/', '/ʃælˈvɒːɾ/', '/ʃælˈvɔːɾ/']",6,5,2.9375,3.333333333333333,25.625,0.5,0
1097,गिरह,گره,['/ɡɪ.ɾəɦ/'],['/ɡereh/'],5,0,0.20833333333333331,0.20833333333333331,1.75,0.5,1
1098,माल,,"['/mɑːl/', '[mäːl̪]', '/mɑː.lɐ/', '/ˈmɑː.l̪ɐ/']",,8,2,0.2708333333333333,0.29166666666666663,3.375,1.0,0
1099,कमर,کمر,"['[kəˈməɾ]', '/kə.məɾ/', '/qə.məɾ/', '/kɐ.mɐ.ɾɐ/', '/ˈkɐ.mɐ.ɾɐ/']",['[kʲæmæɾ]'],3,1,0.29166666666666663,0.29166666666666663,3.0,0.3,1
1100,तख़्त,تخت,"['/t̪əkʰt̪/', '/t̪əxt̪/']","['/taxt/', '/taxᵊt/', '/taxt/', '/taxt/', '/tæxt/', '/taxt/']",3,0,0.20833333333333331,0.20833333333333331,1.75,0.3,1
1101,क़ाफ़िला,حساب,"['/kɑː.pʰɪ.lɑː/', '[käː.pʰɪ.l̪äː]', '/qɑː.fɪ.lɑː/', '[qäː.fɪ.l̪äː]']","['/hisɑːb/', '/hɪsɒːb/', '/hesɒːb/', '/hisɔːb/']",9,4,1.625,1.7916666666666665,19.625,0.6428571428571429,0
1102,चूज़ा,چوزه,"['/t͡ʃuː.d͡ʒɑː/', '[t͡ʃuː.d͡ʒäː]', '/t͡ʃuː.zɑː/', '[t͡ʃuː.zäː]']",['[d͡ʒuːˈd͡ʒe]'],5,0,0.08333333333333333,0.08333333333333333,0.75,0.3333333333333333,1
1103,मुल्ला,ملا,"['/mʊl.lɑː/', '[mʊl̪.l̪äː]']","['/mul.laː/', '/mulːɑː/', '/mʊlːɒː/', '/molːɒː/', '/mulːɔː/']",2,0,0.14583333333333331,0.16666666666666666,1.5,0.18181818181818182,1
1104,क़ीमा,مالک,"['/kiː.mɑː/', '[kiː.mäː]', '/qiː.mɑː/', '[qiː.mäː]']","['/mɑlɪk/', '/mɑːlik/', '/mɒːlɪk/', '/mɒːlek/', '/mɔːlik/']",6,3,1.5833333333333333,1.7083333333333333,17.125,0.5454545454545454,0
1105,अगर,درجه,['/ə.ɡəɾ/'],"['/daɾad͡ʒa/', '/daɾad͡ʒa/', '/dæɾæd͡ʒe/', '/daɾad͡ʒa/']",8,4,2.583333333333333,2.958333333333333,26.875,0.6666666666666666,0
1106,नादान,ملال,"['/nɑː.d̪ɑːn/', '[n̪äː.d̪ä̃ːn̪]']",['/ma.laːl/'],7,3,0.47916666666666663,0.5,7.625,0.5384615384615384,0
1107,ईमानदार,بند,"['/iː.mɑːn.d̪ɑːɾ/', '[iː.mä̃ːn̪.d̪äːɾ]']","['/band/', '/bənd̪/']",10,3,2.791666666666667,3.166666666666667,24.75,0.5882352941176471,0
1108,लज़ीज़,لذیذ,"['/lə.d͡ʒiːd͡ʒ/', '[l̪ə.d͡ʒiːd͡ʒ]', '/lə.ziːz/', '[l̪ə.ziːz]']",['[læˈziːz]'],3,0,0.125,0.125,1.25,0.25,1
1109,आगाह,آگاه,"['/ɑː.ɡɑːɦ/', '[äː.ɡäːɦ]']","['/ɑːɡɑːh/', '/ɒːɡɒːh/', '/ɒːɡɒːh/', '/ɔːɡɔːh/']",2,0,0.041666666666666664,0.041666666666666664,0.25,0.18181818181818182,1
1110,होशियार,هوشیار,"['/ɦoː.ʃɪ.jɑːɾ/', '[ɦoː.ʃi.jäːɾ]']","['/hoːʃjɑːɾ/', '/hoːʃjɒːɾ/', '/huːʃjɒːɾ/', '/hɵːʃjɔːɾ/']",4,1,0.9375,1.0416666666666667,7.5,0.26666666666666666,1
1111,संगमरमर,,"['/səŋ.ɡməɾ.məɾ/', '[s̪ə̃ŋ.ɡməɾ.məɾ]']",,16,8,6.5,7.375,54.25,1.0,0
1112,क़ानून,قانون,"['/kɑː.nuːn/', '[käː.n̪ũːn̪]', '/qɑː.nuːn/', '[qäː.n̪ũːn̪]']","['/qaː.nuːn/', '/qɑːnuːn/', '/qɒːnuːn/', '/ɢɒːnuːn/', '/qɔːnun/']",1,0,0.0,0.0,0.0,0.08333333333333333,1
1113,बेहतर,بهتر,"['/bəɦ.t̪əɾ/', '[bɛɦ.t̪əɾ]']","['/bihtaɾ/', '/bɪhtaɾ/', '/behtæɾ/', '/behtaɾ/']",5,0,0.25,0.25,2.0,0.4166666666666667,1
1114,परवाज़,گرجستان,"['/pəɾ.ʋɑːd͡ʒ/', '[pəɾ.ʋäːd͡ʒ]', '/pəɾ.ʋɑːz/', '[pəɾ.ʋäːz]']","['[ɡoɾd͡ʒesˈt̪ʰɒn]', '[ɡoɾd͡ʒesˈt̪ʰɒːn]']",13,5,3.4374999999999996,3.833333333333333,32.875,0.6842105263157895,0
1115,साहिब,صاحب,"['/sɑː.ɦɪb/', '[s̪äː.ɦɪb]', '/sɑː.ɦəb/', '[s̪äː.ɦəb]', '/sɑːɦb/', '[s̪äːɦb]', '/sɑːb/', '[s̪äːb]']","['/sˤaː.ħib/', '/sˤaːħib/', '/sˤaːħɪb/', '/sɑːhib/', '/sɒːhɪb/', '/sɒːheb/', '/sɔːhib/', '/sɑː˦.ɦəbᵊ/', '/sˤaː.ħab/', '[ˈsˤɑː.ħɑb]', '/sˤaː.ħeb/', '[ˈsˤɑː.ħɪb]', '/sɑː.ɦɪb/']",0,0,0.0,0.0,0.0,0.0,1
1116,म्यान,,"['/mjɑːn/', '[mjä̃ːn̪]']",,8,2,1.0416666666666667,1.1666666666666667,8.625,0.8888888888888888,0
1117,ज़िंदगी,مفت,"['/d͡ʒɪn.d̪ə.ɡiː/', '[d͡ʒɪ̃n̪.d̪ə.ɡiː]', '/zɪn.d̪ə.ɡiː/', '[zɪ̃n̪.d̪ə.ɡiː]']",['/muf.tin/'],9,4,2.0625,2.25,25.0,0.6,0
1118,देव,देव,"['/d̪eːʋ/', '/dɐj.ʋɐ́/', '/ˈd̪eː.ʋɐ/']","['/d̪eːʋ/', '/dɐj.ʋɐ́/', '/ˈd̪eː.ʋɐ/']",0,0,0.0,0.0,0.0,0.0,1
1119,हलवा,حلوا,"['/ɦəl.ʋɑː/', '[ɦəl̪.ʋäː]']","['/halwɑː/', '/halwɒː/', '/hælvɒː/', '/halvɔː/']",4,0,0.3333333333333333,0.41666666666666663,3.5,0.36363636363636365,1
1120,मेज़,میز,"['/meːd͡ʒ/', '/meːz/']","['/meːz~miːz/', '/meːz~miːz/', '/miːz~miːz/', '/mez~miz/']",4,3,2.7083333333333335,3.0,21.75,0.36363636363636365,1
1121,बालिश,,"['/bɑː.lɪʃ/', '[bäː.l̪ɪʃ]', '/bɑː.li.ɕɐ/', '/ˈbɑː.l̪i.ɕɐ/']",,11,3,2.1666666666666665,2.375,20.375,1.0,0
1122,फ़रोश,,"['/pʰə.ɾoːʃ/', '/fə.ɾoːʃ/']",,11,4,2.375,2.6666666666666665,22.375,1.0,0
1123,पनीर,خراب,"['/pə.niːɾ/', '[pə.n̪iːɾ]']","['/xa.raːb/', '/xaɾɑːb/', '/xaɾɒːb/', '/xæɾɒːb/', '/xaɾɔːb/']",5,3,0.8541666666666667,1.0416666666666667,12.875,0.45454545454545453,0
1124,हैरान,,"['/ɦɛː.ɾɑːn/', '[ɦɛː.ɾä̃ːn̪]']",,11,2,1.9583333333333337,2.2499999999999996,17.25,0.9166666666666666,0
1125,काबीना,با,"['/kɑː.biː.nɑː/', '[käː.biː.n̪äː]']",['/bɒː/'],9,2,3.6458333333333335,4.083333333333333,29.75,0.6,0
1126,ग़ैर-,غیر,"['/ɡɛːɾ/', '/ɣɛːɾ/']","['/ɣajɾ/', '/ɣajɾ/', '/ɢejɾ/', '/ɣajɾ/', '/ɣɛːɾ/']",0,0,0.0,0.0,0.0,0.0,1
1127,मोम,موم,"['/moːm/', '[mõːm]']",['/muːm/'],1,0,0.08333333333333333,0.08333333333333333,1.0,0.125,1
1128,क़ब्रिस्तान,قبرستان,"['/kəb.ɾɪs.t̪ɑːn/', '[kəb.ɾɪs̪.t̪ä̃ːn̪]', '/qəb.ɾɪs.t̪ɑːn/', '[qəb.ɾɪs̪.t̪ä̃ːn̪]']","['/qabɾistɑːn/', '/qabɾɪstɒːn/', '/ɢæbɾestɒːn/', '/qabɾistɔːn/']",5,0,0.20833333333333331,0.20833333333333331,1.75,0.29411764705882354,1
1129,सफ़र,,"['/sə.pʰəɾ/', '[s̪ə.pʰəɾ]', '/sə.fəɾ/', '[s̪ə.fəɾ]']",,10,4,2.25,2.5416666666666665,22.0,1.0,0
1130,शुरू,,['/ʃʊ.ɾuː/'],,10,3,1.5208333333333335,1.7083333333333335,16.5,1.0,0
1131,फ़ारिग़,فارغ,"['/pʰɑː.ɾɪɡ/', '[pʰäː.ɾɪɡ]', '/fɑː.ɾɪɣ/', '[fäː.ɾɪɣ]']","['/faː.riɣ/', '/fɑːɾiɣ/', '/fɒːɾɪɣ/', '/fɒːɾeɢ/', '/fɔːɾiɣ/']",2,0,0.041666666666666664,0.041666666666666664,0.25,0.18181818181818182,1
1132,जादू,آواز,"['/d͡ʒɑː.d̪uː/', '[d͡ʒäː.d̪uː]']","['/ɑːwɑːz/', '/ɒːwɒːz/', '/ɒːvɒːz/', '/ɔːvɔːz/', '/ɑː.ʋɑːz/']",7,3,1.4791666666666667,1.7916666666666665,19.0,0.5,0
1133,हम-,هم,"['/ɦəm/', '[ɦə̃m]']","['/hum/', '/hum/', '/him/', '/ham.ma/', '/hamm/', '/himm/', '/ˈhommæ/', '/ˈhumːa/', '/ˈhum/', '/ˈhamː/', '/ham/', '/ham/', '/hæm/', '/ham/', '/hom.me/', '[ˈhʊm.me]', '/hamm/', '[ham]']",2,0,0.16666666666666666,0.16666666666666666,1.5,0.2857142857142857,1
1134,हिंद,,"['/ɦɪnd̪/', '[ɦɪ̃n̪d̪]']",,8,2,1.2291666666666665,1.3333333333333335,11.125,0.8888888888888888,0
1135,तक़रीबन,تقسیم,"['/t̪ək.ɾiː.bən/', '[t̪ək.ɾiː.bə̃n̪]', '/t̪əq.ɾiː.bən/', '[t̪əq.ɾiː.bə̃n̪]']","['/taqsiːm/', '/taqsiːm/', '/tæɢsiːm/', '/taqsim/']",8,4,2.2291666666666665,2.5,20.375,0.5,0
1136,-दान,دانستن,"['/d̪ɑːn/', '[d̪ä̃ːn̪]']","['/dɑːnistan/', '/dɒːnɪstan/', '/dɒːnestæn/', '/duːnestæn/', '/dɔːnistan/']",6,5,4.583333333333333,5.041666666666667,36.5,0.46153846153846156,1
1137,शाह,,"['/ʃɑːɦ/', '[ʃäːɦ]', '[sä̤ː]', '[sä̆ɦä̤]']",,8,2,0.4375,0.45833333333333337,7.125,1.0,0
1138,रोशनी,روشنی,"['/ɾoːʃ.niː/', '[ɾoːʃ.n̪iː]']","['/ɾawʃaniː/', '/ɾawʃaniː/', '/ɾowʃæniː/', '/ɾavʃaniː/', '/ɾɔːʃ.niː/', '/ɾoːʃ.niː/']",0,0,0.0,0.0,0.0,0.0,1
1139,मेहरबानी,مهربانی,"['/meːɦɾ.bɑː.niː/', '[meːɦɾ.bäː.n̪iː]']","['/mihɾabɑːniː/', '/mɪhɾabɒːniː/', '/mehɾæbɒːniː/', '/mehɾabɔːniː/']",5,1,1.0208333333333335,1.125,8.5,0.29411764705882354,1
1140,या,یا,"['/jɑː/', '[jäː]', '[jä]', '[ja]', '/jɑː/', '/jɑː/']","['/jɑː/', '/jɒː/', '/jɒː/', '/jɔː/', '/jɑː/']",0,0,0.0,0.0,0.0,0.0,1
1141,दरगाह,درگاه,"['/d̪əɾ.ɡɑːɦ/', '[d̪əɾ.ɡäːɦ]']","['/dæɾˈɡɒːh/', '/dæɾˈɡɒːh/', '[dæɾˈɡɒː(h)]']",5,0,0.2708333333333333,0.2916666666666667,2.5,0.38461538461538464,1
1142,ज़िंदगी,زندگی,"['/d͡ʒɪn.d̪ə.ɡiː/', '[d͡ʒɪ̃n̪.d̪ə.ɡiː]', '/zɪn.d̪ə.ɡiː/', '[zɪ̃n̪.d̪ə.ɡiː]']","['/zinda\xa0ɡiː/', '/zɪnda\xa0ɡiː/', '/zende\xa0ɡiː/', '/zinda\xa0ɡiː/', '/zɪn.d̪ə.ɡiː/']",0,0,0.0,0.0,0.0,0.0,1
1143,मुंतज़िर,,"['/mʊn.t̪ə.d͡ʒɪɾ/', '[mʊ̃n̪.t̪ə.d͡ʒɪɾ]', '/mʊn.t̪ə.zɪɾ/', '[mʊ̃n̪.t̪ə.zɪɾ]']",,14,6,4.6875,5.25,39.625,0.9333333333333333,0
1144,मैदान,,"['/mɛː.d̪ɑːn/', '[mɛː.d̪ä̃ːn̪]', '/məi.d̪an/']",,10,2,1.9583333333333333,2.1666666666666665,15.875,0.8333333333333334,0
1145,शिनाख़्त,شناخت,"['/ʃɪ.nɑːkʰt̪/', '[ʃɪ.n̪äːkʰt̪]', '/ʃɪ.nɑːxt̪/', '[ʃɪ.n̪äːxt̪]']",['/ʃɪ.nɑːxt̪/'],0,0,0.0,0.0,0.0,0.0,1
1146,हुकूमत,,['/ɦʊ.kuː.mət̪/'],,15,6,3.9791666666666665,4.416666666666667,34.375,1.0,0
1147,मजलिस,مجلس,"['/məd͡ʒ.lɪs/', '[məd͡ʒ.l̪ɪs̪]']","['/mad͡ʒ.lis/', '/mad͡ʒlis/', '/mad͡ʒlɪs/', '/mæd͡ʒles/', '/mad͡ʒlis/']",2,0,0.125,0.125,1.25,0.15384615384615385,1
1148,अव्वल,اول,"['/əʋ.ʋəl/', '[əʋ.ʋəl̪]']","['/ʔæˈwːɪl/', '/əʋ.ʋəl/']",0,0,0.0,0.0,0.0,0.0,1
1149,नाज़,زبان,"['/nɑːd͡ʒ/', '[n̪äːd͡ʒ]', '/nɑːz/', '[n̪äːz]']","['/zabɑːn/', '/zabɒːn/', '/zæbɒːn/', '/zabɔːn/', '[zeˈbɒːn]', '/zʊ.bɑːn/', '/zə.bɑːn/']",4,4,2.041666666666667,2.25,20.375,0.4,0
1150,हुनर,هنر,"['/ɦʊ.nəɾ/', '[ɦʊ.n̪əɾ]']","['/hunaɾ/', '/hʊnaɾ/', '/honæɾ/', '/hunaɾ/']",3,0,0.16666666666666666,0.16666666666666666,1.5,0.3,1
1151,क़ब्रिस्तान,پیاز,"['/kəb.ɾɪs.t̪ɑːn/', '[kəb.ɾɪs̪.t̪ä̃ːn̪]', '/qəb.ɾɪs.t̪ɑːn/', '[qəb.ɾɪs̪.t̪ä̃ːn̪]']",['/pɪ.jɑːz/'],9,4,3.9791666666666665,4.458333333333333,37.375,0.5294117647058824,0
1152,अगरचे,indeclinable,['/ə.ɡəɾ.t͡ʃeː/'],"['/l/', '/ɹ/', '/w/', '/j/', '/z/', '/s/', '/k/', '/o/', '/f/', '/s/', '/ʃ/', '/θ/', '/v/', '/z/', '/ʒ/', '/ð/', '/æ/', '/ɛ/', '/eɪ/', '/ɪ/', '/i/', '/ɹəɹ/', '/ɹ/', '[ʒ]', '[dʒ]', '[t]', '/j/', '/ʂ/', '/ʐ/', '/t͡ɕ/', '/ɕː/', '/ʐ/', '/t͡ɕ/', '/ʐ/', '/e/', '/i/', '/j/', '/t/', '/d/', '/s/', '/z/', '/t͡ʃ/', '/d͡ʒ/', '/ʃ/', '/ʒ/', '/j/', '/j/', '/p/', '/t/', '/k/', '/b/', '/d/', '/ɡ/', '/k/', '/ɡ/', '/ŋ/', '/v/', '/z/', '/b/', '/d/', '/f/', '/s/', '/p/', '/t/']",8,4,3.104166666666667,3.541666666666667,29.25,0.5333333333333333,0
1153,शोहरत,,['/ʃoːɦ.ɾət̪/'],,13,5,3.125,3.5,28.5,1.0,0
1154,अंजाम,خیریه,"['/ən.d͡ʒɑːm/', '[ə̃n̪.d͡ʒä̃ːm]']","['/xajɾiːjja/', '/xajɾiːjja/', '/xejɾiːjje/', '/xajɾijja/']",9,6,3.6875,4.125,39.125,0.6923076923076923,0
1155,नस्तालीक़,نستعلیق,"['/nəs.t̪ɑː.liːk/', '[n̪əs̪.t̪äː.l̪iːk]', '/nəs.t̪ɑː.liːq/', '[n̪əs̪.t̪äː.l̪iːq]']","['/nastaʔliːq/', '/nastaʔliːq/', '/næstæʔliːɢ/', '/nastaʔliq/', '/nəs.t̪ɑː.liːq/']",0,0,0.0,0.0,0.0,0.0,1
1156,ख़्वाहिश,خواهش,"['/kʰɑː.ɦɪʃ/', '[kʰäː.ɦɪʃ]', '/xɑː.ɦɪʃ/', '[xäː.ɦɪʃ]', '/kʰʋɑː.ɦɪʃ/', '[kʰʋäː.ɦɪʃ]', '/xʋɑː.ɦɪʃ/', '[xʋäː.ɦɪʃ]']","['/xʷɑːhiʃ/', '/xɒːhɪʃ/', '/xɒːheʃ/', '/xɔːhiʃ/']",3,0,0.10416666666666666,0.125,1.0,0.2727272727272727,1
1157,-आना,ـانه,"['/ɑː.nɑː/', '[äː.n̪äː]']","['/ɑːna/', '/ɒːna/', '/ɒːne/', '/ɔːna/']",3,0,0.10416666666666667,0.125,1.25,0.3,1
1158,आफ़रीन,آفرین,"['/ɑːpʰ.ɾiːn/', '[äːpʰ.ɾĩːn̪]', '/ɑːf.ɾiːn/', '[äːf.ɾĩːn̪]']","['/ɑːfaɾiːn/', '/ɒːfaɾiːn/', '/ɒːfæɾiːn/', '/ɔːfaɾin/']",1,1,0.8958333333333334,1.0,7.25,0.08333333333333333,1
1159,ईमानदार,ایمان دار,"['/iː.mɑːn.d̪ɑːɾ/', '[iː.mä̃ːn̪.d̪äːɾ]']","['/iːmɑːndɑːɾ/', '/iːmɒːndɒːɾ/', '/iːmɒːndɒːɾ/', '/imɔːndɔːɾ/', '[iːmɒːnˈd̪ɒːɾ]']",3,0,0.041666666666666664,0.041666666666666664,0.25,0.17647058823529413,1
1160,सूरिया,,"['/suː.ɾɪ.jɑː/', '[s̪uː.ɾi.jäː]']",,14,4,3.166666666666667,3.583333333333333,30.375,1.0,0
1161,दौर,عوض,['/d̪ɔːɾ/'],"['/iwaz/', '/ævæz/', '[ʔæˈvæz]', '/ʕaw.wadˤ/', '[ˈʕaw.wɑdˤ]']",5,3,1.3958333333333333,1.6249999999999998,14.75,0.5555555555555556,0
1162,ज़बान,زبان,"['/d͡ʒə.bɑːn/', '[d͡ʒə.bä̃ːn̪]', '/zə.bɑːn/', '[zə.bä̃ːn̪]']","['/zabɑːn/', '/zabɒːn/', '/zæbɒːn/', '/zabɔːn/', '[zeˈbɒːn]', '/zʊ.bɑːn/', '/zə.bɑːn/']",0,0,0.0,0.0,0.0,0.0,1
1163,माजूफल,مازو,"['/mɑː.d͡ʒuː.pʰəl/', '[mäː.d͡ʒuː.pʰəl̪]']","['/mɑˈzu/', '/mɑˈzɯ/', '/mɑːˈzuː/', '/mɒːˈzuː/', '/mɒːˈzuː/', '/mɔːˈzu/']",9,3,2.875,3.166666666666667,24.0,0.5,1
1164,हमला,,"['/ɦəm.lɑː/', '[ɦə̃m.l̪äː]']",,11,3,2.208333333333333,2.4583333333333335,19.5,1.0,0
1165,रान,ران,"['/ɾɑːn/', '[ɾä̃ːn̪]', '/ɾɑːn/']","['/raː.na/', '[rɒːn]', '[rɒn]', '/ɾɑːn/', '/ɾɒːn/', '/ɾɒːn/', '/ɾɔːn/']",0,0,0.0,0.0,0.0,0.0,1
1166,नुमाइंदा,نماینده,"['/nʊ.mɑː.ɪn.d̪ɑː/', '[n̪ʊ.mäː.ɪ̃n̪.d̪äː]']",['/næmɒːjænˈde/'],9,1,1.4375,1.6250000000000002,13.5,0.5,1
1167,तमग़ा,تمغا,"['/t̪əm.ɡɑː/', '[t̪ə̃m.ɡäː]', '/t̪əm.ɣɑː/', '[t̪ə̃m.ɣäː]']","['/tɑmˈɡɑ/', '/dɑmˈɡɑ/']",4,0,0.1875,0.20833333333333331,1.75,0.3333333333333333,1
1168,आबदस्त,آبدست,"['/ɑːb.d̪əst̪/', '[äːb.d̪əs̪t̪]']","['/ɑːbdast/', '/ɒːbdast/', '/ɒːbdæst/', '/ɔːbdast/']",4,0,0.20833333333333331,0.20833333333333331,1.75,0.2857142857142857,1
1169,बेहतरीन,,"['/beːɦ.t̪ə.ɾiːn/', '[beːɦ.t̪ə.ɾĩːn̪]']",,16,5,4.708333333333333,5.291666666666666,40.125,0.9411764705882353,0
1170,सराय,,"['/sə.ɾɑːj/', '[s̪ə.ɾäːj]']",,11,3,2.2083333333333335,2.4999999999999996,22.0,1.0,0
1171,किराया,کرایه,"['/kɪ.ɾɑː.jɑː/', '[kɪ.ɾäː.jäː]']","['/kiɾɒːjæ/', '[kʲeɾɒːˈje]']",6,0,0.16666666666666666,0.16666666666666666,1.75,0.42857142857142855,1
1172,बादाम,,"['/bɑː.d̪ɑːm/', '[bäː.d̪ä̃ːm]', '/baːdaːm/']",,10,3,2.0208333333333335,2.25,18.375,0.9090909090909091,0
1173,सैलाब,سیلاب,"['/sɛː.lɑːb/', '[s̪ɛː.l̪äːb]']","['/sajlɑːb/', '/sajlɒːb/', '/sejlɒːb/', '/sajlɔːb/']",3,1,1.0208333333333335,1.125,8.5,0.25,1
1174,अर्क़,عرق,"['/əɾk/', '/əɾq/']","['/ʕraq/', '/ʕar.raq/', '/ʕarq/', '/ʕi.riʔ/', '[ˈʕi.rɪʔ]']",3,1,1.0208333333333335,1.125,8.5,0.375,1
1175,रौनक़,,"['/ɾɔː.nək/', '[ɾɔː.n̪ək]', '/ɾɔː.nəq/', '[ɾɔː.n̪əq]']",,10,3,2.125,2.4166666666666665,19.25,0.9090909090909091,0
1176,आहिस्ता,آهسته,"['/ɑː.ɪs.t̪ɑː/', '[äː.ɪs̪.t̪äː]', '/ɑː.ɦɪs.t̪ɑː/', '[äː.ɦɪs̪.t̪äː]']","['/ɑːhista/', '/ɒːhɪsta/', '/ɒːheste/', '/ɔːhista/']",6,0,0.22916666666666669,0.24999999999999997,2.0,0.42857142857142855,1
1177,सबब,سبب,"['/sə.bəb/', '[s̪ə.bəb]']","['/sab.ba.ba/', '/sa.bab/', '/sab.bab/', '[ˈsab.bab]']",2,0,0.25,0.25,2.5,0.2,1
1178,साल,,"['/sɑːl/', '[s̪äːl̪]']",,8,2,0.375,0.375,6.25,1.0,0
1179,मख़मल,مخمل,"['/məkʰ.məl/', '[məkʰ.məl̪]', '/məx.məl/', '[məx.məl̪]']","['/mux.mal/', '/maxmal/', '/maxmal/', '/mæxmæl/', '/maxmal/', '/məx.məl/']",0,0,0.0,0.0,0.0,0.0,1
1180,रियासत,,"['/ɾɪ.jɑː.sət̪/', '[ɾi.jäː.s̪ət̪]']",,15,5,3.9375,4.416666666666667,34.5,1.0,0
1181,दराज़,drawers,"['/d̪ə.ɾɑːd͡ʒ/', '[d̪ə.ɾäːd͡ʒ]', '/d̪ə.ɾɑːz/', '[d̪ə.ɾäːz]']","['/dɹɔː(ɹ)/', '/dɹɔɹ/', '/ˈdɹɔː.ə(ɹ)/', '/ˈdɹɔ.ɚ/', '/ˈdɹɔɹɚ/', '/ˈdɹɑ.ɚ/']",7,2,0.9583333333333334,1.1666666666666667,18.0,0.5714285714285714,1
1182,देव,گفتار,"['/d̪eːʋ/', '/dɐj.ʋɐ́/', '/ˈd̪eː.ʋɐ/']","['/ɡuftɑːɾ/', '/ɡʊftɒːɾ/', '/ɡoftɒːɾ/', '/ɡuftɔːɾ/', '[ɡofˈt̪ʰɒːɾ]']",6,3,1.8125,2.125,24.625,0.5454545454545454,0
1183,अलादीन,علاءالدین,"['/ə.lɑː.d̪iːn/', '[ə.l̪äː.d̪ĩːn̪]']","['/alɑːʔuddīn/', '/alɒːʔʊddīn/', '/ælɒːʔoddīn/', '/alɔːʔuddīn/']",7,3,2.9166666666666665,3.208333333333333,23.75,0.4666666666666667,1
1184,चाशनी,چاشنی,"['/t͡ʃɑːʃ.niː/', '[t͡ʃäːʃ.n̪iː]']","['/tʃʰɒːʃniː/', '/t͡ʃɑːʃ.niː/']",0,0,0.0,0.0,0.0,0.0,1
1185,ग़लती,بیگانه,"['/ɡəl.t̪iː/', '[ɡəl̪.t̪iː]', '/ɣəl.t̪iː/', '[ɣəl̪.t̪iː]']","['/beːɡɑːna/', '/beːɡɒːna/', '/biːɡɒːne/', '/beɡɔːna/']",8,4,1.7500000000000002,1.875,20.125,0.6666666666666666,0
